Air Flow,Bearing Type,Color,Features,Kind,LED Color,Link,Manufacturer,Model,Name,Noise Level,Part #,Prices,RPM,Size,Static Pressure,avg,short_link,fan_size,air_flow,max_flow,min_flow,rpm,rpm_min,rpm_max,noise,has_LED,static_pressure
34.0 CFM,Ball,Clear,Double ball-bearing design lasts longer than conventional fans<br/>3-speed switch lets you balance quiet performance with maximum cooling<br/>3-pin and 4-pin power connectors provide convenient connections to your motherboard or power supply<br/>Fan-speed monitoring capability included (requires compatible motherboard),Case Fan,,/product/TXDwrH/antec-case-fan-761345750813,Antec,,Antec 761345-75081-3 34.0 CFM  80mm Fan,30.0 dbA,761345-75081-3,"[8.89, 9.99, 7.99, 7.99, 7.46]",2600 RPM,80mm,,8.464,antec-case-fan-761345750813,80.0,34.0 ,34.0 ,34.0,2600 ,2600.0,2600.0,30.0,No,0.0
34.0 CFM,,Clear,3-speed switch lets you balance quiet performance with maximum cooling<br/>3-pin and 4-pin power connectors provide convenient connections to your motherboard or power supply<br/>Fan-speed monitoring capability included (requires compatible motherboard),Case Fan,,/product/ZkphP6/antec-case-fan-761345750806,Antec,75080,Antec 75080 34.0 CFM  80mm Fan,30.0 dbA,761345-75080-6,"[5.89, 5.99, 4.99, 4.99]",2600 RPM,80mm,,5.465,antec-case-fan-761345750806,80.0,34.0 ,34.0 ,34.0,2600 ,2600.0,2600.0,30.0,No,0.0
38.0 CFM,2 Ball,Clear,Double ball-bearing design lasts longer than conventional fans<br/>3-speed switch lets you balance quiet performance with maximum cooling<br/>3-pin and 4-pin power connectors provide convenient connections to your motherboard or power supply<br/>Fan-speed monitoring capability included (requires compatible motherboard),Case Fan,,/product/YVkD4D/antec-case-fan-761345750936,Antec,75093,Antec 75093 38.0 CFM  92mm Fan,27.0 dbA,761345-75093-6,"[8.99, 8.99]",2200 RPM,92mm,,8.99,antec-case-fan-761345750936,92.0,38.0 ,38.0 ,38.0,2200 ,2200.0,2200.0,27.0,No,0.0
,Long Life Bearing,Clear,"Long Life Bearing (EBR)<br/>Long Life Bearing applied, minimizing noise and inflow of the dust For longer life cycle.<br/>Minimized noise and vibration<br/>Minimized noise and vibration through lowest rpm. Suitable for silent system environment.<br/>Shark fin blade design<br/>Optimized for maximum airflow, Shark`s Fin blade greatly reduces the turbulence<br/>caused by fan rotation, thus decreasing the noise and vibration while increasing the airflow.<br/>Blue LED<br/>Blue LED applied for beautiful tuning effect.<br/>Silicone pin provided<br/>Silicone pin absorbs the vibration between the fan and the case allowing a quiet work environment.",Case Fan,Blue,/product/LdNp99/zalman-case-fan-f3ledsf,Zalman,,Zalman F3 LED (SF) 120mm Fan,20.0 - 23.0 dbA,F3 LED (SF),[10.99],1200 RPM,120mm,,10.99,zalman-case-fan-f3ledsf,120.0,0,0,0.0,1200 ,1200.0,1200.0,23.0,Yes,0.0
57.7 CFM,,Blue,,Case Fan,Blue,/product/7c8Zxr/apevia-case-fan-cf12slubl,Apevia,,Apevia CF12SL-UBL 57.7 CFM  120mm Fan,24.7 dbA,CF12SL-UBL,"[9.99, 7.99]",1500 RPM,120mm,,8.99,apevia-case-fan-cf12slubl,120.0,57.7 ,57.7 ,57.7,1500 ,1500.0,1500.0,24.7,Yes,0.0
58.5 CFM,Sleeve,Black,High performance for system thermal solution<br/>High airflow and less noise with 9-bladed design,Case Fan,,/product/GvXfrH/silverstone-case-fan-fn121p,Silverstone,,Silverstone FN121-P 58.5 CFM  120mm Fan,25.1 dbA,FN121-P,"[6.99, 9.99, 9.99]",1200 RPM,120mm,,8.99,silverstone-case-fan-fn121p,120.0,58.5 ,58.5 ,58.5,1200 ,1200.0,1200.0,25.1,No,0.0
72.9 CFM,Ball,Black,Evercool fans deliver the cooling power you need for your performance machine. So don't just cool...Evercool!<br/>Voltage: 12V DC<br/>Current: 0.28A<br/>Input Watts: 3.36W<br/>Pressure: 0.1 InchH2O<br/>Life: 35000 Hours,Case Fan,,/product/kk648d/evercool-case-fan-fanec1225m12ca,Evercool,,Evercool FAN-EC1225M12CA 72.9 CFM  120mm Fan,36.0 dbA,FAN-EC1225M12CA,[8.49],2000 RPM,120mm,,8.49,evercool-case-fan-fanec1225m12ca,120.0,72.9 ,72.9 ,72.9,2000 ,2000.0,2000.0,36.0,No,0.0
46.9 CFM,,Black/White,Speed: The Nexus Real Silent 140mm Case fan has a fan speed of 1000 RPM (+/-10%). The fan speed is fixed at 1000 RPM at 12V.<br/>Airflow: The airflow of the fan ishuge with 46.87 CFM (78.15m3/hour) you have a lot of air moving at a minimum noise level. Note that for good and efficient cooling the static pressure is also an important value. Be assured that the Nexus fan has very high static pressure so work very effectively.<br/>Noise: The Nexus 140mm Real Silent case fan produces only 19 dB(A)* measured in a chamber with 15 dB(A) background noise. We have compared this case fan with the quietest case fans available and we simply cannot find another one this quiet,Case Fan,,/product/Npfp99/nexus-case-fan-d14sl14,Nexus,,Nexus D14SL-14 46.9 CFM  140mm Fan,15.0 - 20.0 dbA,D14SL-14,[7.99],1000 RPM,140mm,,7.99,nexus-case-fan-d14sl14,140.0,46.9 ,46.9 ,46.9,1000 ,1000.0,1000.0,20.0,No,0.0
26.0 - 44.1 CFM,Rifle,Black,,Case Fan,,/product/JtMFf7/be-quiet-case-fan-bl051,be quiet!,SHADOW WINGS,be quiet! SHADOW WINGS 44.1 CFM  80mm Fan,15.8 dbA,BL051,[],2000 RPM,80mm,2.25 mm/H2O,0.0,be-quiet-case-fan-bl051,80.0,26.0 - 44.1 ,44.1,26.0,2000 ,2000.0,2000.0,15.8,No,2.25
42.4 - 106.1 CFM,ENB (Everflow Nano Bearing),Black/White,"The FX V2 fan is a complete redevelopment of our previous generation radiator fans, the FX Series, boasting high pressure, low noise, and superior build quality. The FX V2 is radiator fans for our Kraken X41 and X61 coolers. Equipped with rubberized fan mounting, black sleeved cables, and pulse width modulation control, the FX V2 is the best performing static pressure fan NZXT has ever made.",Case Fan,,/product/wgtWGX/nzxt-case-fan-rffx142np,NZXT,,NZXT RF-FX142-NP 106.1 CFM  140mm Fan,20.0 - 37.0 dbA,RF-FX142-NP,[19.99],800 - 2000 RPM,140mm,,19.99,nzxt-case-fan-rffx142np,140.0,42.4 - 106.1 ,106.1,42.4,800 - 2000 ,800.0,2000.0,37.0,No,0.0
53.0 CFM,Z-AXIS,Black/White,"60,000 Hours Life Time<br/>Three advantages<br/>extreme silent, extreme minimum speed, extreme low power consumption<br/>Silent operation<br/>Silent operation with minimum 150RPM<br/>Precise speed control<br/>Precise speed control reduces power consumption",Case Fan,,/product/FG7wrH/titan-case-fan-tfd12015h12zp,Titan,,Titan TFD-12015H12ZP 53.0 CFM  120mm Fan,5.0 - 28.6 dbA,TFD-12015H12ZP,[14.99],150 - 1500 RPM,120mm,,14.99,titan-case-fan-tfd12015h12zp,120.0,53.0 ,53.0 ,53.0,150 - 1500 ,150.0,1500.0,28.6,No,0.0
68.3 CFM,Fluid Circulative Bearing,Clear,Performing max. Air flow and mini. amount of noise<br/>Less power consumption.<br/>Optimized blade design to create cooling performance<br/>Reduce noise and power consumption.<br/>Quad LEDs and transparent frame and blades<br/>Reliable and outstanding performance,Case Fan,White,/product/tjdqqs/xigmatek-case-fan-clff1254,Xigmatek,,Xigmatek CLF-F1254 68.3 CFM  120mm Fan,20.0 dbA,CLF-F1254,[19.15],1500 RPM,120mm,,19.15,xigmatek-case-fan-clff1254,120.0,68.3 ,68.3 ,68.3,1500 ,1500.0,1500.0,20.0,Yes,0.0
33.0 CFM,Fluid Dynamic,Black/Red,"Unique 3D frame design for optimal air flow<br/>Special air-stabilizing fan blade design<br/>Fluid Dynamic Sleeve Bearing<br/>Cable with textile sheathing<br/>Universal connection cable (50 cm with 3-pin plug)<br/>PSU adapter cable included (3-pin &gt; 4-pin PSU)<br/>Available color versions: black/yellow, black/red, black/blue and black/green",Case Fan,,/product/s8W9TW/sharkoon-case-fan-000skbr,SHARKOON,,SHARKOON 000SKBR 33.0 CFM  120mm Fan,19.0 dbA,000SKBR,[11.5],1000 RPM,120mm,2.63 mm/H2O,11.5,sharkoon-case-fan-000skbr,120.0,33.0 ,33.0 ,33.0,1000 ,1000.0,1000.0,19.0,No,2.63
32.1 CFM,,Black/Red,,Case Fan,,/product/mBjWGX/xilence-case-fan-cooxpf80rpwm,Xilence,,Xilence COO-XPF80.R.PWM 32.1 CFM  80mm Fan,22.0 dbA,COO-XPF80.R.PWM,[],1800 RPM,80mm,,0.0,xilence-case-fan-cooxpf80rpwm,80.0,32.1 ,32.1 ,32.1,1800 ,1800.0,1800.0,22.0,No,0.0
66.5 CFM,Sleeve,Orange,"Fan Speed Control: 	VR Knob : Manual Fan Speed Adjustment<br/>Application for Notebook &amp; Desktop<br/>Convenient cooling solution for ""Mobile user"".<br/>VR knob : Adjust fan speed manually.<br/>One-touch retractable USB power cable box.<br/>Directly plug into USB port. Unnecessary additional power supply .",Case Fan,,/product/gG9KHx/thermaltake-case-fan-af0007,Thermaltake,,Thermaltake AF0007 66.5 CFM  120mm Fan,19.0 - 33.5 dbA,AF0007,"[17.89, 19.99, 19.99, 17.99, 19.99]",250 - 1500 RPM,120mm,,19.17,thermaltake-case-fan-af0007,120.0,66.5 ,66.5 ,66.5,250 - 1500 ,250.0,1500.0,33.5,No,0.0
108.6 CFM,Sleeve,Black,,Case Fan,,/product/L37wrH/evercool-case-fan-13525m12snd1,Evercool,,Evercool 13525M12S ND1 108.6 CFM  135mm Fan,42.5 dbA,13525M12S ND1,"[10.99, 15.97]",2500 RPM,135mm,,13.48,evercool-case-fan-13525m12snd1,135.0,108.6 ,108.6 ,108.6,2500 ,2500.0,2500.0,42.5,No,0.0
50.0 - 96.5 CFM,Fluid Dynamic,Green,"Unique and Stylish 'Shark Fin' Fan Blade design w/ Quad Green LEDs.<br/>15 fan blades generates High Air Pressure and Air Flow - the most fan blades in the world.<br/>Innovative Fluid Dynamic Bearing delivers longer life span, higher precision rotation and anti-shock function.<br/>Duo Mode Operation - The Shark fan operates in both 'Power' mode (12V) and 'Silence' mode (7V - with adaptation of Voltage reduction cable).<br/>All cables are 'black' sleeved.<br/>Accessories include a Voltage Reduction cable, a 3 to 4 pin converter cable,4 units of Anti-vibration Rubber Screws and 4 units of standard screws.",Case Fan,Green,/product/cp7wrH/aerocool-case-fan-shark140mmgreen,Aerocool,Shark,Aerocool Shark 96.5 CFM  140mm Fan,14.5 - 29.6 dbA,Shark 140mm Green,"[11.99, 19.99, 19.99]",800 - 1500 RPM,140mm,,17.3233333333,aerocool-case-fan-shark140mmgreen,140.0,50.0 - 96.5 ,96.5,50.0,800 - 1500 ,800.0,1500.0,29.6,Yes,0.0
48.4 CFM,Ball,Black,"Ball Bearing in the cooling fan provides increased airflow, reliability and longer life",Case Fan,,/product/hCH323/startech-case-fan-fan9x25tx3h,StarTech,,StarTech FAN9X25TX3H 48.4 CFM  92mm Fan,33.0 dbA,FAN9X25TX3H,"[7.99, 8.99, 7.78, 8.99]",2600 RPM,92mm,,8.4375,startech-case-fan-fan9x25tx3h,92.0,48.4 ,48.4 ,48.4,2600 ,2600.0,2600.0,33.0,No,0.0
10.0 CFM,,Black,,Case Fan,,/product/Jjdqqs/silenx-case-fan-ixp3408,SilenX,,SilenX IXP-34-08 10.0 CFM  60mm Fan,8.0 dbA,IXP-34-08,"[9.45, 9.49, 13.49, 13.95]",1500 RPM,60mm,,11.595,silenx-case-fan-ixp3408,60.0,10.0 ,10.0 ,10.0,1500 ,1500.0,1500.0,8.0,No,0.0
52.1 CFM,,Clear,"140MM  Blue Quad LED Fan with 3pin and 4pin plugs, 52CFM Max Air Flow with quiet performance.<br/>Rated Voltage: 12V<br/>Rated Current: 0.17+/-10%A<br/>Power Input: 2.01W",Case Fan,Blue,/product/QTQypg/logisys-case-fan-cf140bl,Logisys,,Logisys CF140BL 52.1 CFM  140mm Fan,19.5 dbA,CF140BL,[5.37],1100 RPM,140mm,,5.37,logisys-case-fan-cf140bl,140.0,52.1 ,52.1 ,52.1,1100 ,1100.0,1100.0,19.5,Yes,0.0
79.0 CFM,,Clear,3-speed switch lets you balance quiet performance with maximum cooling<br/>3-pin and 4-pin power connectors provide convenient connections to your motherboard or power supply<br/>Fan-speed monitoring capability included (requires compatible motherboard),Case Fan,Blue,/product/j37wrH/antec-case-fan-761345750240,Antec,75024,Antec 75024 79.0 CFM  120mm Fan,30.0 dbA,761345-75024-0,"[10.89, 10.99, 9.99, 12.99]",2000 RPM,120mm,,11.215,antec-case-fan-761345750240,120.0,79.0 ,79.0 ,79.0,2000 ,2000.0,2000.0,30.0,Yes,0.0
77.3 CFM,Fluid Dynamic,White,Perfectly Quiet<br/>Impressive Airflow<br/>Multi-Purpose Fan,Case Fan,,/product/BgGkcf/arctic-cooling-case-fan-afaco14000gba01,ARCTIC,Arctic F14,ARCTIC Arctic F14 77.3 CFM  140mm Fan,,AFACO-14000-GBA01,[14.44],1300 RPM,140mm,,14.44,arctic-cooling-case-fan-afaco14000gba01,140.0,77.3 ,77.3 ,77.3,1300 ,1300.0,1300.0,0.0,No,0.0
110.0 CFM,Sleeve,Clear,,Case Fan,Blue,/product/3fQypg/rosewill-case-fan-rca220bl,Rosewill,,Rosewill RCA-220-BL 110.0 CFM  220mm Fan,21.0 dbA,RCA-220-BL,"[14.99, 13.25]",600 RPM,220mm,,14.12,rosewill-case-fan-rca220bl,220.0,110.0 ,110.0 ,110.0,600 ,600.0,600.0,21.0,Yes,0.0
50.3 CFM,,Red,Apevia 120mm case fan with 15 red led lights<br/>Anti-vibration rubber pad<br/>9 red transparent blades and black frame<br/>Comes with 3 &amp; 4 pin connectors. Can plug into motherboard or power supply.,Case Fan,Red,/product/vgV48d/apevia-case-fan-cf12slsrd,Apevia,,Apevia CF12SL-SRD 50.3 CFM  120mm Fan,21.1 dbA,CF12SL-SRD,"[11.39, 11.99, 9.99]",1500 RPM,120mm,,11.1233333333,apevia-case-fan-cf12slsrd,120.0,50.3 ,50.3 ,50.3,1500 ,1500.0,1500.0,21.1,Yes,0.0
47.0 CFM,"1 Ball, 1 Sleeve",Transparent,"Fan Speed Control: Speed Control Knob<br/>MTBF: 50,000 hrs @ 25°C<br/>Max. Air Pressure: 2.70 mmH2O<br/>Rated Voltage: 12 V<br/>Started Voltage: &lt;= 9 V<br/>Rated Current: 0.30 A<br/>Power Input: 3.60 W<br/>Weight: 76 g",Case Fan,Blue,/product/yC7wrH/thermaltake-case-fan-af0035,Thermaltake,,Thermaltake AF0035 47.0 CFM  92mm Fan,18.6 - 28.0 dbA,AF0035,[],1300 - 2500 RPM,92mm,2.70 mm/H2O,0.0,thermaltake-case-fan-af0035,92.0,47.0 ,47.0 ,47.0,1300 - 2500 ,1300.0,2500.0,28.0,Yes,2.7
25.6 CFM,Hybrid Sleeves Bearing ( H.S.B ),White,"Voltage Range: 12V<br/>Blade Geometry: 7 Vortex Blades<br/>Anti-acoustic low Noise level designed<br/>Driving Powerful air flow up to 25.65 CFM, operating at 2000 RPM<br/>Best Wire Management and 3 to 4 pins Adaptor included",Case Fan,,/product/2XDwrH/xion-case-fan-axpgf80wt,Xion,,Xion AXP-GF80_WT 25.6 CFM  80mm Fan,17.2 - 22.0 dbA,AXP-GF80_WT,"[5.99, 5.17, 10.97]",2000 RPM,80mm,,7.37666666667,xion-case-fan-axpgf80wt,80.0,25.6 ,25.6 ,25.6,2000 ,2000.0,2000.0,22.0,No,0.0
21.2 CFM,,Black,Virtually Silent<br/>High Efficiency<br/>New Alloy/Lubricant combination reduces friction<br/>Fluid dynamic bearing extends service life,Case Fan,,/product/wRTrxr/arctic-cooling-case-fan-f9silent,ARCTIC,,ARCTIC F9 Silent 21.2 CFM  92mm Fan,,F9 Silent,"[6.88, 6.99]",1000 RPM,92mm,,6.935,arctic-cooling-case-fan-f9silent,92.0,21.2 ,21.2 ,21.2,1000 ,1000.0,1000.0,0.0,No,0.0
31.4 - 62.0 CFM,P.C.F. bearing (Powder Copper Fluid Bearing),White/Blue,"PWM design allows 500~1000rpm fan speed control by motherboard<br/>Optimum airflow, pressure and extremely silent performance<br/>Innovative blade design focuses airflow with maximum efficiency<br/>Air-inlet with optimized aerodynamic design reduces noisy air turbulence<br/>Anti-vibration rubber pads included for additional noise dampening",Case Fan,,/product/DJx9TW/silverstone-case-fan-fq141,Silverstone,,Silverstone FQ141 62.0 CFM  140mm Fan,15.1 - 20.7 dbA,FQ141,"[11.7, 19.99]",500 - 1000 RPM,140mm,,15.845,silverstone-case-fan-fq141,140.0,31.4 - 62.0 ,62.0,31.4,500 - 1000 ,500.0,1000.0,20.7,No,0.0
,2 Ball,Black,Long life beaning.<br/>Low noise &amp; high airflow.<br/>Low pollution(ROHS complate).,Case Fan,,/product/FdK7YJ/evercool-case-fan-ec7025sh12bp,Evercool,,Evercool EC7025SH12BP 70mm Fan,16.9 - 37.0 dbA,EC7025SH12BP,[7.99],1500 - 4000 RPM,70mm,,7.99,evercool-case-fan-ec7025sh12bp,70.0,0,0,0.0,1500 - 4000 ,1500.0,4000.0,37.0,No,0.0
59.6 CFM,Hybrid Sleeves Bearing ( H.S.B ),Black,Voltage Range: 12V<br/>Blade Geometry: 7 Vortex Blades<br/>Anti-acoustic low Noise level designed<br/>Best Wire Management and 3 to 4 pins Adaptor included<br/>LED colors provided brilliant illumination while operating,Case Fan,Blue,/product/F3rG3C/xion-case-fan-axpgf140ledbl,Xion,,Xion AXP-GF140_LEDBL 59.6 CFM  140mm Fan,18.6 - 23.3 dbA,AXP-GF140_LEDBL,"[9.99, 14.97]",1000 RPM,140mm,,12.48,xion-case-fan-axpgf140ledbl,140.0,59.6 ,59.6 ,59.6,1000 ,1000.0,1000.0,23.3,Yes,0.0
65.0 - 127.0 CFM,Two Ball bearing,Black/Silver,"Power: Rated Voltage: 12 VDC<br/>Operating Voltage Range: 7~13.8 VDC<br/>Rated Current: 0.45A<br/>Rated Input Power: 5.4W<br/>Thirteen ultra-thin, high precision alloy of aluminum fan blades.<br/>Overlapped fan blade design provides extreme high statistic pressure.<br/>For ruby red LED at the corners of fan frame.<br/>Finished Coating fan guard included for safety.",Case Fan,Red,/product/9dBv6h/prolimatech-case-fan-proalumrd,Prolimatech,,Prolimatech PRO-ALUM-RD 127.0 CFM  140mm Fan,15.0 - 28.0 dbA,PRO-ALUM-RD,"[28.99, 33.97]",900 - 1600 RPM,140mm,,31.48,prolimatech-case-fan-proalumrd,140.0,65.0 - 127.0 ,127.0,65.0,900 - 1600 ,900.0,1600.0,28.0,Yes,0.0
37.9 CFM,Hydro Dynamic Bearing,White,"Pulse Width Modulation  (PWM)<br/>Silent Operation w/ Rubber Fan Mounts<br/>Optimized Fan Blades<br/>High Airflow &amp; High Static Pressure<br/>Long Lifetime (50'000 h MTTF at 40°C)<br/>Safety Approvals: CE, RoHS Compliant",Case Fan,,/product/TKvRsY/gelid-solutions-case-fan-fnpx0920,Gelid Solutions,,Gelid Solutions FN-PX09-20 37.9 CFM  92mm Fan,11.0 - 23.5 dbA,FN-PX09-20,"[9.98, 9.99, 16.99]",900 - 2000 RPM,92mm,,12.32,gelid-solutions-case-fan-fnpx0920,92.0,37.9 ,37.9 ,37.9,900 - 2000 ,900.0,2000.0,23.5,No,0.0
57.7 CFM,,Red,,Case Fan,Red,/product/RrNp99/apevia-case-fan-cf12slured,Apevia,,Apevia CF12SL-URED 57.7 CFM  120mm Fan,24.7 dbA,CF12SL-URED,[8.49],1500 RPM,120mm,,8.49,apevia-case-fan-cf12slured,120.0,57.7 ,57.7 ,57.7,1500 ,1500.0,1500.0,24.7,Yes,0.0
21.5 CFM,Ball,Black,"Dual Ball Bearings in the cooling fan provides increased airflow, reliability and longer life<br/>Includes a TX3 to LP4 adapter<br/>Tachometer pin on the TX3 motherboard connector provides system with fan operating status",Case Fan,,/product/dBkD4D/startech-case-fan-fan6x2tx3,StarTech,,StarTech FAN6X2TX3 21.5 CFM  60mm Fan,28.0 dbA,FAN6X2TX3,"[5.44, 9.3, 9.3]",4500 RPM,60mm,,8.01333333333,startech-case-fan-fan6x2tx3,60.0,21.5 ,21.5 ,21.5,4500 ,4500.0,4500.0,28.0,No,0.0
90.3 CFM,Aeronautical Oil System Bearing,Black,Copper bushing axis Bearing to provide long-term life and stability.,Case Fan,,/product/Ztzv6h/xigmatek-case-fan-xaff1451,Xigmatek,,Xigmatek XAF-F1451 90.3 CFM  140mm Fan,18.0 dbA,XAF-F1451,[20.68],800 - 1300 RPM,140mm,,20.68,xigmatek-case-fan-xaff1451,140.0,90.3 ,90.3 ,90.3,800 - 1300 ,800.0,1300.0,18.0,No,0.0
47.4 CFM,Fluid Dynamic,Black,Silent Operation<br/>Enhanced Airflow<br/>On-the-Fly Light Switching<br/>Aggressive Looks Both On and Off,Case Fan,Green,/product/2pCwrH/bitfenix-case-fan-bffblf20020grp,BitFenix,Spectre LED,BitFenix Spectre LED 47.4 CFM  200mm Fan,20.0 dbA,BFF-BLF-20020G-RP,"[15.99, 16.99, 16.99, 31.74]",700 RPM,200mm,0.41 mm/H2O,20.4275,bitfenix-case-fan-bffblf20020grp,200.0,47.4 ,47.4 ,47.4,700 ,700.0,700.0,20.0,Yes,0.41
,Hydro,Green,"Rated Voltage: 12VDC<br/>Rated Current: 0.12+/-10%A<br/>Power Input: 1.44W<br/>High quality UV material, green appearance with blue LED, special visual effect<br/>Low speed RPM to ensure silent operation.",Case Fan,Blue,/product/87Qypg/logisys-case-fan-cf80gb,Logisys,,Logisys CF80GB 80mm Fan,,CF80GB,"[3.98, 8.99, 11.31, 8.99]",1300 RPM,80mm,,8.3175,logisys-case-fan-cf80gb,80.0,0,0,0.0,1300 ,1300.0,1300.0,0.0,Yes,0.0
,SSO,Brown,,Case Fan,,/product/szQypg/noctua-case-fan-nfr81800,Noctua,,Noctua NF-R8-1800 80mm Fan,7.0 - 17.0 dbA,NF-R8-1800,[14.89],800 - 1800 RPM,80mm,,14.89,noctua-case-fan-nfr81800,80.0,0,0,0.0,800 - 1800 ,800.0,1800.0,17.0,No,0.0
5.0 CFM,,Black,,Case Fan,,/product/XTQypg/silenx-case-fan-ixp1114,SilenX,,SilenX IXP-11-14 5.0 CFM  40mm Fan,14.0 dbA,IXP-11-14,"[10.88, 14.89, 14.97, 18.61]",3500 RPM,40mm,,14.8375,silenx-case-fan-ixp1114,40.0,5.0 ,5.0 ,5.0,3500 ,3500.0,3500.0,14.0,No,0.0
42.4 CFM,2 Ball,Clear,,Case Fan,,/product/Rjdqqs/antec-case-fan-75002,Antec,,Antec 75002 42.4 CFM  92mm Fan,33.0 dbA,75002,"[13.89, 9.99, 12.83]",2600 RPM,92mm,,12.2366666667,antec-case-fan-75002,92.0,42.4 ,42.4 ,42.4,2600 ,2600.0,2600.0,33.0,No,0.0
39.9 CFM,Hydraulic,Black,"Power Draw (@ +12V): 0.08A<br/>Static Pressure (mm/H2O): 0.5 mm/H2O<br/>The AF120 Quiet Edition is a great choice for a quiet side panel intake or case exhaust, or even a 'pull' fan for a radiator or heatsink.<br/>Nine ultra-thin blades for excellent airflow at very low noise levels.<br/>Custom fan enclosure for ducting air in the right direction with minimal interference.<br/>Advanced Hydraulic Bearing for reliable, quiet operation.<br/>Rubberized corners for sound damping when installed with standard screws.<br/>User-replaceable colored rings so you can match your fans to your case<br/>Included voltage step-down adapter for even quieter operation.",Case Fan,,/product/hbbp99/corsair-case-fan-co9050002ww,Corsair,Air Series AF120 Quiet Edition (2-Pack),Corsair Air Series AF120 Quiet Edition (2-Pack) 39.9 CFM  120mm Fans,21.0 dbA,CO-9050002-WW,"[25.88, 25.99, 25.99, 25.99, 34.99, 35.99]",1100 RPM,120mm,0.50 mm/H2O,29.1383333333,corsair-case-fan-co9050002ww,120.0,39.9 ,39.9 ,39.9,1100 ,1100.0,1100.0,21.0,No,0.5
43.5 - 87.5 CFM,2 Ball,Clear,,Case Fan,Blue,/product/8hbp99/rosewill-case-fan-rfx120bl,Rosewill,,Rosewill RFX-120BL 87.5 CFM  120mm Fan,23.5 - 38.1 dbA,RFX-120BL,"[9.99, 9.99]",1200 - 2200 RPM,120mm,,9.99,rosewill-case-fan-rfx120bl,120.0,43.5 - 87.5 ,87.5,43.5,1200 - 2200 ,1200.0,2200.0,38.1,Yes,0.0
32.0 CFM,3rd generation fluid dynamic bearings,White,Power:<br/>Operating voltage: 12V<br/>Current draw: 0.09A<br/>Power consumption: 1.08W,Case Fan,,/product/Gmw323/silenx-case-fan-efx0815t,SilenX,,SilenX EFX-08-15T 32.0 CFM  80mm Fan,15.0 dbA,EFX-08-15T,"[12.88, 12.99, 12.99, 16.24]",1700 RPM,80mm,,13.775,silenx-case-fan-efx0815t,80.0,32.0 ,32.0 ,32.0,1700 ,1700.0,1700.0,15.0,No,0.0
50.3 CFM,,Green,"Apevia 120mm case fan with both 3 pin and 4 pin connectors with led<br/>Seven UV-reactive blades and black frame<br/>Comes with 120mm black fan grill<br/>Can plug into motherboard or power supply<br/>Material: UV reactive PU plastic<br/>Air Power: 12 VDC<br/>Operation Voltage Range: 9 VDC ~ 13.5 VDC<br/>Start-up Voltage: 9 VDC<br/>Rated Voltage: 12 VDC<br/>Rated Current: 0.20 A<br/>Lock Rotor Current: 0.21  A<br/>Life Expectation: 25,000 hours",Case Fan,Green,/product/8FvRsY/apevia-case-fan-cf12slbgn,Apevia,,Apevia CF12SL-BGN 50.3 CFM  120mm Fan,21.1 dbA,CF12SL-BGN,"[8.99, 9.99, 10.17]",1500 RPM,120mm,,9.71666666667,apevia-case-fan-cf12slbgn,120.0,50.3 ,50.3 ,50.3,1500 ,1500.0,1500.0,21.1,Yes,0.0
64.5 CFM,Hyper-spin,Black,"OPTIMUM COOLING EFFICIENCY &amp; EXTREMELY SILENT PERFORMANCE<br/>NINE DIVERSION GROOVE BLADE DESIGN<br/>Nine diversion groove blade design generate outstanding air pressure &amp; focus air flow, optimize cooling efficiency (Patent)<br/>AERO-DYNAMICAL DESIGN<br/>Air-inlet with optimal aero-dynamical design reducing noisy air turbulences<br/>HYPER-SPIN BEARING FOR LONGER LIFE EXPECTANCY",Case Fan,,/product/MJ8H99/cougar-case-fan-cft14sb4,Cougar,,Cougar CFT14SB4 64.5 CFM  140mm Fan,17.9 dbA,CFT14SB4,[],1000 RPM,140mm,,0.0,cougar-case-fan-cft14sb4,140.0,64.5 ,64.5 ,64.5,1000 ,1000.0,1000.0,17.9,No,0.0
